Address,Prices,Area,toFace,type,certificate,width,length,floors,road_front,Terrace,Parking
" Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,25 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m",19m,2,5m,,
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,35 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m",11m,3,4m,,
" Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,37 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","11,5m",3,"3,5m",,
" Đường Nguyễn Hoàng, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m","10,5m",3,"3,5m",,
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 4 tỷ , 73 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",16m,3,4m,,
" Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng", 4 tỷ , 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m","17,5m",3,4m,,
" Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 2,57 tỷ ", 47 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"11,8m",2,"3,5m",,
" Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,55 tỷ ", 48 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,12m,2,3m,,
" Đường Nguyễn Hoàng, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 2,65 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"12,5m",2,"3,5m",,
" Đường Phạm Văn Nghị, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 51 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,6m","11,2m",3,4m,,
" Đường Nguyễn Hoàng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,55 tỷ ", 46 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"11,5m",3,"3,5m",,
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,4 tỷ ", 57 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m",12m,3,5m,,
" Đường Nguyễn Hoàng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,8m","11,5m",3,4m,,
" Đường Núi Thành, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 4,43 tỷ ", 58 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","12,5m",3,5m,,
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,92 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m",12m,4,4m,,
" Đường Lê Đình Lý, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,97 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"11,2m",4,4m,,---
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"10,5m",3,"4,5m",,---
" Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,05 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,14m,2,"3,5m",,
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,6 tỷ ", 52 m2,_,Nhà trong hẻm,---,"4,1m","12,8m",2,"3,2m",,---
" Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,7 tỷ ", 68 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,11m,3,5m,,
" Đường Phan Châu Trinh, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,2 tỷ ", 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,2,"3,5m",,---
" Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 3,67 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","14,5m",2,5m,,
" Đường Lê Duẩn, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 2,75 tỷ ", 58 m2,_,Nhà trong hẻm,---,"4,5m",---,2,"2,5m",---,---
" Đường Lê Đình Dương, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 2,85 tỷ ", 60 m2,_,Nhà trong hẻm,---,4m,"14,5m",3,3m,---,---
" Đường Đào Duy Kỳ, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,95 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2,"5,5m",,
" Đường Giáp Hải, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,9 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2,"5,5m",,
" Đường Trần Phú, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 83 tỷ , 170 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,24m,23,16m,,
" Đường Quang Trung, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","12,5m",4,11m,,
" Đường Ông Ích Khiêm, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 11 tỷ , 63 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"12,5m",3,11m,,
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,18 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,12m,2,"3,5m",,---
" Đường Lê Lợi, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 67 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,2,3m,,---
" Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,3 tỷ ", 105 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,22m,1,4m,,
" Đường 2/9, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 3 tỷ , 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,2,4m,,
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 2,4 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,3,3m,,
" Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,195 tỷ ", 66 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,66m,12m,2,"3,5m",,
" Đường Phan Châu Trinh, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,2 tỷ ", 54 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m","12,8m",2,3m,,
" Đường Đinh Núp, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 5,2 tỷ ", 81 m2,_,Nhà mặt tiền,---,"4,5m",18m,3,"5,5m",,
" Đường Chi Lăng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 24,5 tỷ ", 115 m2,_,Nhà mặt tiền,---,5m,23m,6,10m,---,---
" Đường Lê Đình Lý, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 9 tỷ , 73 m2,_,Nhà mặt tiền,---,"4,5m","16,29m",3,10m,,
" Đường Bình Thái 3, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,65 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,17m,1,"5,5m",---,---
" Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 22,6 tỷ ", 226 m2,_,Nhà mặt tiền,---,"7,66m","21,19m",---,"7,5m",---,---
" Đường Nguyễn Cư Trinh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,9 tỷ ", 81 m2,_,Nhà mặt tiền,---,"4,5m",18m,3,"7,5m",---,---
" Đường Lê Nổ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 7 tỷ , 100 m2,Bắc,Nhà mặt tiền,---,5m,---,---,"7,5m",---,---
" Đường Hồ Nguyên Trừng, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 7 tỷ , 90 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3,"7,5m",---,---
" Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 10,9 tỷ ", 113 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,4m",---,3,7m,---,---
" Đường Trần Tống, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 52 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,8m",---,2,"3,5m",---,---
" Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 9,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,7,"7,5m",---,---
" Đường Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 12,5 tỷ ", 83 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,6m",---,3,10m,---,---
" Đường Thanh Lương 18, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,7m,---,---
" Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 70 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,4,"5,5m",---,---
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 87 m2,_,Nhà mặt tiền,---,5m,---,3,"10,m",---,---
" Đường Lê Quảng Chí, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 7,7 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,---,3,10m,---,---
" Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 16 tỷ , 97 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,6m",---,4,15m,---,---
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 87 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,10m,---,---
" Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 13,3 tỷ ", 130 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,10m,---,---
" Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,8 tỷ ", 108 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3,"7,5m",---,---
" Đường Thái Phiên, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 11,9 tỷ ", 40 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,6m",---,3,10m,---,---
" Đường Nguyễn Khánh Toàn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,9 tỷ ", 90 m2,_,Nhà mặt tiền,---,"4,5m",---,---,"5,5m",---,---
" Đường Nguyễn Xuân Nhĩ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 95 m2,_,Nhà mặt tiền,---,5m,---,3,"7,5m",---,---
" Đường Tiên Sơn 5, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 64 m2,_,Nhà mặt tiền,---,4m,---,---,"3,7m",---,---
" Đường Huỳnh Tấn Phát, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 14 tỷ , 102 m2,_,Nhà mặt tiền,---,5m,---,4,10m,---,---
" Đường Trần Văn Đang, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,1 tỷ ", 75 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,2,"5,5m",---,---
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng", 17 tỷ , 125 m2,_,Nhà mặt tiền,---,5m,---,4,30m,---,---
" Đường Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 7,95 tỷ ", 97 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4,7m,---,---
" Đường Trương Chí Cương, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 3 tỷ , 60 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,---,4m,---,---
" Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,95 tỷ ", 164 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,---,---,"4,5m",---,---
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 8,7 tỷ ", 53 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,"6,6m",3,11m,,
" Đường Ngô Quyền, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 14 tỷ , 160 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,32m,1,48m,---,
" Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 56,99 tỷ ", 490 m2,Tây Nam,Nhà mặt tiền,---,20m,"24,5m",3,48m,,
" Đường Dương Khuê, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 12 tỷ , 110 m2,_,Nhà mặt tiền,---,---,---,3,10m,---,---
" Đường Lê Hữu Khánh, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 14,5 tỷ ", 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,20m,3,"7,5m",,
" Đường An Thượng 33, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 21 tỷ , 162 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,18m,7,"5,5m",,
" Đường Lê Hữu Trác, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 9,95 tỷ ", 188 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,8m,23m,3,6m,---,---
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 14,5 tỷ ", 74 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,1,48m,,
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,93 tỷ ", 95 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,3,11m,,
" Đường Hà Chương, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 42 tỷ , 190 m2,_,Nhà mặt tiền,---,10m,19m,1,"7,5m",---,---
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 29,5 tỷ ", 560 m2,_,Nhà mặt tiền,---,8m,40m,1,30m,---,---
" Đường An Cư 5, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,8 tỷ ", 85 m2,_,Nhà mặt tiền,---,5m,17m,3,"5,5m",,
" Đường An Cư 7, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,5 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,3,"5,5m",---,---
" Đường Tân An 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 74 m2,_,Nhà mặt tiền,---,"4,5m","16,5m",3,"5,5m",---,---
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,75 tỷ ", 90 m2,_,Nhà mặt tiền,---,"4,5m",20m,3,"7,5m",---,---
" Đường Hồ Sĩ Tân, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 7,3 tỷ ", 153 m2,_,Nhà mặt tiền,---,"5,5m",24m,3,"7,5m",---,---
" Đường Ông Ích Khiêm, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 93 tỷ , 400 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,20m,20m,4,20m,,
" Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 20 tỷ , 145 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,2,30m,,
" Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 9 tỷ , 72 m2,_,Nhà mặt tiền,---,"4,2m",17m,4,"5,5m",,
" Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 32,5 tỷ ", 560 m2,_,Nhà mặt tiền,---,15m,23m,1,33m,---,---
" Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 28 tỷ , 99 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,7,15m,---,---
" Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 7,2 tỷ ", 51 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"11,6m","4,6m",2,7m,---,---
" Đường Nguyễn Văn Linh, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 10,8 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,19m,5,7m,---,---
" Đường Hoàng Văn Thụ, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 65 tỷ , 380 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,18m,21m,1,7m,,
" Đường Mai Am, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 7,9 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,15m,3,"7,5m",,
" Đường Phan Huy Ôn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,95 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,14m,4,"5,5m",,
" Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 8,5 tỷ ", 61 m2,_,Nhà mặt tiền,---,"4,7m","12,8m",4,"7,5m",,
" Đường Nguyễn Sơn Hà, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,6 tỷ ", 85 m2,_,Nhà mặt tiền,---,5m,17m,2,"5,5m",,
" Đường Phùng Chí Kiên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,095 tỷ ", 87 m2,_,Nhà mặt tiền,---,5m,"17,5m",3,"5,5m",---,---
" Đường Lê Anh Xuân, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 68 m2,_,Nhà mặt tiền,---,5m,14m,3,"5,5m",,
" Đường Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 7,95 tỷ ", 97 m2,_,Nhà mặt tiền,---,5m,"19,5m",4,"7,5m",,
" Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 10,3 tỷ ", 120 m2,_,Nhà mặt tiền,---,7m,"17,5m",3,"5,5m",,
" Đường Đỗ Huy Uyển, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 8,3 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3,"7,5m",,
" Đường Thân Nhân Trung, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,6 tỷ ", 81 m2,_,Nhà mặt tiền,---,"4,5m",18m,3,"5,5m",,
" Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 9,8 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3,"7,5m",,
" Đường Hoàng Hoa Thám, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng", 18 tỷ , 75 m2,_,Nhà mặt tiền,---,5m,15m,3,"7,5m",,
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 12 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,5,"7,5m",,
" Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 13 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,3,10m,,
" Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 13 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,3,10m,,
" Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 18,5 tỷ ", 155 m2,_,Nhà mặt tiền,---,"5,2m","24,8m",3,10m,,
" Đường Nguyễn Đức Trung, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 10 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,5,10m,,
" Đường An Thượng 6, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,2 tỷ ", 67 m2,_,Nhà mặt tiền,---,"4,5m","15,5m",6,"5,5m",,
" Đường Trần Thủ Độ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 8,2 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3,"7,5m",,
" Đường Nguyễn Tất Thành, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng", 30 tỷ , 250 m2,_,Nhà mặt tiền,---,10m,25m,4,30m,,
" Đường Thân Cảnh Phúc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 18 tỷ , 210 m2,_,Nhà mặt tiền,---,10m,21m,3,"7,5m",,
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 16 tỷ , 125 m2,_,Nhà mặt tiền,---,5m,25m,3,30m,,
" Đường Nguyễn Chí Diễu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,8 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,2,"7,5m",,
" Đường Phan Đăng Lưu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 16,3 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,15m,---,---
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 5,2 tỷ ", 70 m2,_,Nhà mặt tiền,---,"4,5m",16m,3,"7,5m",,
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 14 tỷ , 255 m2,_,Nhà trong hẻm,---,11m,23m,1,6m,,
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 15,3 tỷ ", 138 m2,_,Nhà trong hẻm,---,"7,2m",17m,6,4m,,
" Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 10,25 tỷ ", 168 m2,_,Nhà trong hẻm,---,7m,24m,2,6m,,
" Đường Lê Đình Lý, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 6,8 tỷ ", 104 m2,_,Nhà trong hẻm,---,"5,5m","18,5m",2,"7,5m",,
" Đường Mai Xuân Thưởng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 5 tỷ , 84 m2,_,Nhà mặt tiền,---,7m,"12,5m",1,"5,5m",,
" Đường Thanh Hải, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 9 tỷ , 102 m2,_,Nhà mặt tiền,---,"7,3m",14m,3,"7,5m",,
" Đường Thái Phiên, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 8,3 tỷ ", 82 m2,_,Nhà trong hẻm,---,"4,5m","18,4m",3,5m,,
" Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 4,09 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,1,5m,,---
" Đường Nguyễn Văn Linh, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 5,8 tỷ ", 63 m2,_,Nhà trong hẻm,---,"4,2m",15m,4,8m,,
" Đường An Thượng 24, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,5 tỷ ", 106 m2,_,Nhà trong hẻm,---,7m,15m,1,5m,,
" Đường An Hải 17, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 2,65 tỷ ", 52 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,13m,1,4m,---,
" 265 Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,7 tỷ ", 77 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,3,"5,5m",,
" Đường Điện Biên Phủ, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 17,5 tỷ ", 100 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,60m,,
" Đường Tống Phước Phổ, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 6,4 tỷ ", 68 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"13,6m",3,"5,5m",,
" Đường Lương Ngọc Quyến, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 12,9 tỷ ", 140 m2,_,Nhà mặt tiền,---,"4,5m",30m,2,"7,5m",,
" Đường Lê Lợi, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 65 m2,_,Nhà mặt tiền,---,"7,1m",10m,3,"7,5m",,
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 7,3 tỷ ", 60 m2,_,Nhà mặt tiền,---,5m,12m,3,"7,5m",,
" Đường Tiên Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 180 m2,_,Nhà mặt tiền,---,6m,30m,4,"5,5m",,
" Đường Ngô Tất Tố, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 8 tỷ , 78 m2,_,Nhà mặt tiền,---,"4,5m","17,5m",3,10m,,
