Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Lê Quảng Chí, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 7,75 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Thanh Lương 21, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,2 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Tân An 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 74 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","16,5m",3
" Đường Hà Bồng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,5 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Hoàng Ngọc Phách, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,1 tỷ ", 95 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"19,5m",2
" Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng", 7 tỷ , 90 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,10m,3
" Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,2 tỷ ", 107 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"20,5m",3
" Đường Ngô Văn Sở, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng", 17 tỷ , 250 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,25m,2
" Đường Ngô Văn Sở, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng", 18 tỷ , 250 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,25m,2
" Đường Nguyễn Nhàn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,4 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,1
" Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 30 tỷ , 191 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,20m,3
" Đường Xô Viết Nghệ Tĩnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 14 tỷ , 94 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"18,5m",4
" Đường Trịnh Đình Thảo, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 8,6 tỷ ", 101 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Xô Viết Nghệ Tĩnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 14 tỷ , 94 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,3
" Đường Mạc Cửu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,9 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng", 61 tỷ , 210 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,"22,2m",4
" Đường Hồ Nguyên Trừng, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3
" Đường Hoàng Dư Khương, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,8 tỷ ", 117 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,3
" Đường Nguyễn Sơn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 12 tỷ , 127 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,19m,2
" Đường Tú Quỳ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,55 tỷ ", 85 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường Nguyễn Nhàn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 2,15 tỷ ", 94 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Triệu Quốc Đạt, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,35 tỷ ", 78 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,13m,2
" Đường 29/3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 7,65 tỷ ", 116 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,1
" Đường Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,99 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường Đinh Tiên Hoàng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 3,8 tỷ ", 100 m2,_,Nhà trong hẻm,---,5m,20m,2
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,4 tỷ ", 70 m2,_,Nhà trong hẻm,---,7m,7m,2
" Đường Cẩm Toại Trung, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng"," 1,48 tỷ ", 243 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"13,5m",18m,1
" Đường Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 2,4 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường Đặng Thùy Trâm, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 5,4 tỷ ", 100 m2,_,Nhà trong hẻm,---,5m,20m,3
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,1 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",20m,2
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,25 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,2
" Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,9 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,2
" Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,65 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,12m,2
" Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,4
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,6 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,4
" Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 2,8 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường Đặng Thùy Trâm, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,8 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Phan Thanh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường Nguyễn Đình Tứ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,2 tỷ ", 122 m2,_,Nhà trong hẻm,---,7m,18m,1
" Đường Nguyễn Văn Linh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 3,35 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,2
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 4,15 tỷ ", 66 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,3
" Đường Tôn Đức Thắng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 3,2 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",17m,2
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,3
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,6 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường Trần Cao Vân, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,15 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",17m,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,4 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,3
" Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng", 2 tỷ , 96 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 3,8 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Trần Cao Vân, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,6 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,3
" Đường Tiểu La, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,13m,4
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,35 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,3
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,3 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",12m,4
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 3 tỷ , 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",13m,2
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 3 tỷ , 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",14m,2
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 3 tỷ , 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,2
" Đường Hoàng Diệu, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 16,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 7,4 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 5,1 tỷ ", 95 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,14m,3
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Nguyễn Tri Phương, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 14,5 tỷ ", 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,30m,4
" Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,1
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 8,5 tỷ ", 190 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,27m,3
" Đường Lê Thước, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 40 tỷ , 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,17m,12m,8
" Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,1
" Đường Vũ Quỳnh, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,85 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,1
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 9,9 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2
" Đường Vũ Lăng, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 5,9 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,9m,4
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng", 10 tỷ , 93 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,15m,4
" Đường Phùng Chí Kiên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,5 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 7,5 tỷ ", 195 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,39m,2
" Đường Hòa An 8, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng", 3 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Phước Trường 12, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Thanh Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,9 tỷ ", 400 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường An Thượng 16, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 5 tỷ , 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường An Thượng 37, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 11,8 tỷ ", 65 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,5
" Đường An Thượng 10, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,2 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,18m,---
" Đường Nguyễn Quý Đức, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Bàu Tràm 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,7 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,2
" Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,2 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,1 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,5
" Đường Nguyễn Thanh Năm, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,9 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,10m,4
" Đường Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 15 tỷ , 153 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,27m,3
" Đường Tiên Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,14m,7m,1
" Đường Hoàng Đức Lương, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 11 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,5
" Đường Huỳnh Tịnh Của, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 2,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Huỳnh Thị Bảo Hòa, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Lưu Nhân Chú, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Tôn Đức Thắng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng", 25 tỷ , 313 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,48m,4
" Đường Hóa Mỹ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường Nguyễn Thuật, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3
" Đường Hoà Minh 15, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,2 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Phước Lý 6, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,6 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,3
" Đường Thanh Lương 8, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,7 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Nguyễn Tri Phương, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 14,5 tỷ ", 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,30m,4
" Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,1
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 8,5 tỷ ", 190 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,27m,3
" Đường Lê Thước, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 40 tỷ , 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,17m,12m,8
" Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,1
" Đường Vũ Quỳnh, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,85 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,1
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 9,9 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2
" Đường Vũ Lăng, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 5,9 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,9m,4
" Đường Phùng Chí Kiên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,5 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng", 10 tỷ , 93 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,15m,4
" Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 7,5 tỷ ", 195 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,39m,2
" Đường Hòa An 8, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng", 3 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Phước Trường 12, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Thanh Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,9 tỷ ", 400 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường An Thượng 16, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 5 tỷ , 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường An Thượng 37, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 11,8 tỷ ", 65 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,5
" Đường An Thượng 10, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,2 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,18m,---
" Đường Nguyễn Quý Đức, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Bàu Tràm 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,7 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,2
" Đường Nguyễn Thanh Năm, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,9 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,10m,4
